Soil Moisture,Temperature,Soil Humidity,Status
50,2,23,OFF
6,18,63,ON
7,9,31,ON
79,23,69,ON
35,42,24,ON
58,1,54,OFF
25,30,61,ON
5,43,67,OFF
63,28,60,OFF
70,31,56,OFF
78,18,53,OFF
9,45,67,ON
62,39,49,OFF
51,17,67,OFF
20,34,43,ON
66,24,52,OFF
90,40,42,ON
12,9,30,ON
43,45,51,ON
50,17,54,OFF
1,6,60,ON
76,20,36,ON
52,5,63,OFF
43,45,30,ON
41,45,28,ON
22,2,37,OFF
8,28,29,ON
16,7,23,ON
26,4,46,OFF
29,23,42,ON
73,23,50,OFF
86,35,45,ON
63,35,51,ON
28,15,31,ON
40,3,43,OFF
80,14,22,OFF
16,28,60,ON
81,39,57,OFF
54,38,56,ON
33,35,69,ON
48,3,62,ON
69,42,67,ON
28,26,64,ON
67,9,58,OFF
9,35,48,ON
46,33,69,ON
66,2,52,OFF
48,40,20,ON
20,35,65,ON
60,25,45,ON
47,0,24,OFF
72,25,41,OFF
75,24,63,OFF
69,37,23,ON
42,34,49,ON
63,42,63,OFF
67,29,38,OFF
87,43,30,OFF
79,39,42,OFF
81,38,42,ON
49,3,27,OFF
57,29,23,ON
14,36,39,ON
23,8,38,OFF
47,20,61,OFF
59,13,42,ON
52,12,55,OFF
88,29,23,ON
12,27,40,ON
70,17,29,OFF
63,29,31,OFF
6,12,40,OFF
62,25,55,ON
12,33,38,OFF
38,25,24,ON
24,37,55,OFF
84,35,51,OFF
65,29,26,ON
62,42,46,OFF
88,15,55,OFF
9,34,35,ON
51,2,32,OFF
14,18,66,ON
1,45,60,OFF
48,22,52,ON
67,17,53,OFF
12,7,37,OFF
70,13,49,OFF
24,38,55,ON
24,39,42,ON
59,23,67,ON
47,20,68,ON
79,8,25,OFF
38,38,56,ON
52,29,26,ON
24,43,39,OFF
13,4,70,ON
39,31,61,ON
45,36,57,ON
14,14,31,ON
33,12,61,OFF
36,25,60,OFF
20,15,45,ON
62,37,55,ON
40,30,62,OFF
67,33,62,OFF
74,12,25,OFF
44,21,29,OFF
59,34,56,ON
13,34,36,ON
75,13,57,OFF
70,29,69,ON
23,16,55,OFF
48,21,31,OFF
17,16,20,ON
8,5,33,OFF
43,7,57,OFF
54,16,32,ON
86,20,70,OFF
86,14,23,OFF
62,29,36,ON
6,43,46,ON
30,35,37,OFF
30,30,46,ON
79,32,52,ON
22,43,26,OFF
22,45,23,ON
19,13,21,ON
26,34,36,ON
37,30,65,ON
83,6,61,OFF
55,43,27,ON
38,0,48,OFF
80,34,22,ON
3,29,20,ON
75,5,24,OFF
56,41,42,ON
46,37,28,OFF
43,0,53,OFF
56,45,39,ON
78,34,45,OFF
55,23,26,OFF
52,2,69,OFF
23,14,61,OFF
44,25,43,ON
25,16,65,ON
29,41,25,ON
59,44,61,ON
89,33,43,OFF
11,7,39,ON
11,27,45,ON
61,8,29,OFF
78,40,62,OFF
51,12,36,ON
7,18,32,ON
32,21,55,ON
45,19,51,ON
64,27,33,OFF
38,5,60,ON
35,37,37,ON
72,14,27,OFF
88,1,54,OFF
54,8,70,ON
49,3,20,OFF
46,13,51,ON
4,15,26,ON
35,37,35,ON
17,18,66,ON
46,3,22,ON
31,12,30,OFF
85,26,40,ON
28,33,40,ON
18,11,69,ON
50,39,42,ON
84,37,34,OFF
20,38,26,OFF
51,6,58,OFF
89,27,26,ON
44,44,47,ON
76,17,29,OFF
59,23,38,OFF
57,18,60,OFF
61,7,39,OFF
28,30,68,ON
71,16,31,OFF
4,23,36,ON
14,38,50,ON
32,12,40,OFF
30,35,46,ON
24,9,69,ON
27,4,60,ON
42,26,67,OFF
24,32,22,ON
30,42,57,ON
43,11,48,OFF
9,28,43,ON
23,2,35,ON
35,31,60,ON
76,29,40,OFF
49,40,36,ON
29,9,34,ON
89,6,36,OFF
42,7,27,ON
36,1,36,OFF
46,1,44,OFF
10,26,45,OFF
54,21,28,OFF
49,33,55,ON
90,10,58,OFF
44,9,64,OFF
17,8,68,ON
72,14,49,OFF
82,14,63,OFF
23,26,23,ON
20,30,62,OFF
40,41,55,ON
50,20,28,OFF
35,8,64,ON
4,41,39,ON
83,32,34,ON
2,10,67,OFF
19,4,36,OFF
10,26,59,ON
52,9,56,OFF
9,33,33,ON
27,10,33,ON
55,7,32,ON
42,39,43,ON
47,2,53,OFF
15,31,40,ON
66,39,30,OFF
51,39,64,ON
71,42,59,OFF
28,8,63,OFF
5,33,67,ON
13,13,30,ON
17,30,58,ON
64,18,69,OFF
66,28,40,ON
60,28,32,ON
33,15,29,OFF
77,11,49,OFF
25,0,30,OFF
18,22,39,ON
27,31,27,ON
81,29,69,ON
74,18,62,OFF
41,31,24,ON
53,8,38,ON
19,3,48,ON
45,22,31,ON
4,34,56,ON
82,9,30,OFF
37,19,57,OFF
6,40,54,OFF
71,35,52,ON
51,5,27,OFF
89,22,27,OFF
75,42,67,ON
66,32,70,ON
2,35,45,ON
59,24,20,ON
55,24,56,ON
28,39,58,ON
64,43,58,ON
56,10,56,OFF
48,4,37,ON
47,7,60,OFF
79,38,42,OFF
6,6,34,ON
27,13,56,OFF
1,43,42,ON
2,24,54,ON
43,21,45,ON
14,9,50,ON
44,14,31,OFF
90,31,32,OFF
67,3,39,OFF
27,30,24,OFF
25,32,26,ON
60,25,28,ON
78,16,53,OFF
76,24,30,OFF
15,26,62,ON
8,30,42,ON
70,40,56,ON
39,24,31,OFF
5,19,41,OFF
84,29,27,ON
5,45,26,ON
63,34,36,ON
1,29,51,ON
81,32,43,ON
41,22,58,OFF
39,22,20,ON
9,14,20,ON
65,6,42,OFF
6,41,21,ON
51,44,44,ON
30,14,38,ON
76,10,28,OFF
48,18,53,ON
83,36,22,OFF
74,20,58,OFF
47,38,38,ON
24,21,28,OFF
47,2,54,OFF
19,28,63,ON
64,13,28,OFF
34,41,29,ON
11,42,59,ON
74,14,47,OFF
73,31,23,OFF
18,3,55,ON
48,44,38,ON
19,15,58,OFF
89,36,68,OFF
74,8,21,OFF
64,13,25,OFF
18,25,68,ON
35,38,27,OFF
23,27,45,ON
47,10,54,OFF
57,32,25,OFF
12,30,54,OFF
2,31,68,ON
77,40,54,OFF
11,12,57,OFF
5,29,29,ON
83,44,25,ON
90,6,24,OFF
90,20,66,OFF
75,45,27,OFF
47,16,65,ON
39,4,62,OFF
62,4,57,OFF
43,15,70,ON
62,31,41,ON
12,39,28,ON
22,15,22,OFF
41,14,23,ON
76,10,42,OFF
84,36,24,OFF
71,28,34,OFF
22,24,45,ON
39,45,25,ON
24,43,40,ON
80,26,60,OFF
54,37,50,ON
51,31,43,OFF
17,7,45,ON
88,45,20,OFF
36,3,53,OFF
36,6,51,OFF
13,35,50,ON
89,41,70,OFF
43,43,48,ON
46,13,60,OFF
31,8,49,OFF
42,26,34,ON
4,5,30,ON
4,35,69,OFF
34,15,31,ON
41,13,55,ON
26,42,23,OFF
65,4,33,ON
87,44,20,OFF
38,36,59,ON
68,39,63,ON
59,7,52,OFF
51,9,50,OFF
28,3,70,OFF
31,24,70,OFF
39,42,26,OFF
53,38,27,ON
89,9,33,OFF
41,12,49,OFF
82,40,51,ON
54,12,67,ON
65,44,64,ON
2,42,41,ON
9,11,45,ON
34,5,48,OFF
24,38,60,OFF
52,43,39,ON
62,31,26,OFF
55,22,33,ON
76,34,47,OFF
47,2,33,ON
28,29,40,ON
28,42,63,ON
51,28,51,ON
87,39,59,ON
35,13,28,ON
64,9,41,OFF
41,40,70,ON
58,11,40,ON
14,6,49,ON
75,24,41,ON
65,29,53,OFF
57,10,28,ON
41,21,21,OFF
67,5,40,OFF
51,3,47,OFF
83,6,43,OFF
37,40,37,OFF
53,33,46,OFF
46,15,50,OFF
81,41,70,OFF
18,1,40,ON
62,32,24,ON
9,30,31,OFF
13,41,67,ON
39,21,67,ON
63,31,33,OFF
76,31,61,OFF
16,32,56,ON
28,8,59,OFF
47,28,67,OFF
61,7,62,OFF
69,45,53,ON
72,9,59,OFF
48,45,27,ON
22,22,34,ON
9,0,61,OFF
10,44,47,ON
66,13,30,OFF
84,4,37,OFF
31,3,68,OFF
57,20,49,ON
66,15,61,OFF
58,36,57,ON
49,33,36,ON
35,4,23,OFF
2,13,40,ON
35,18,42,ON
88,13,46,OFF
77,16,54,OFF
17,4,59,ON
11,12,56,ON
79,34,49,OFF
36,42,44,ON
52,36,61,OFF
22,9,67,ON
55,28,36,ON
75,5,37,ON
29,11,24,OFF
7,25,34,ON
59,27,55,ON
38,26,54,ON
85,26,46,OFF
71,21,63,OFF
73,28,34,OFF
51,4,20,ON
48,10,28,ON
11,3,32,OFF
52,25,53,ON
62,13,22,OFF
32,27,65,OFF
81,39,43,OFF
83,34,55,OFF
84,9,24,OFF
47,32,30,OFF
83,43,49,OFF
86,39,48,OFF
4,11,42,ON
57,7,63,ON
44,36,38,ON
77,26,42,ON
28,0,59,OFF
87,39,39,OFF
75,1,42,OFF
58,22,40,ON
56,13,36,ON
32,5,40,OFF
9,23,69,ON
76,12,45,OFF
14,2,22,ON
88,41,57,OFF
9,6,57,OFF
72,22,46,OFF
37,16,37,OFF
73,12,65,OFF
50,16,43,ON
32,43,50,ON
61,8,48,OFF
50,37,53,ON
42,26,43,ON
15,12,50,ON
85,7,23,OFF
39,13,26,OFF
60,0,20,OFF
70,14,50,OFF
37,41,62,ON
29,33,49,ON
50,7,59,OFF
32,38,61,ON
56,33,39,ON
58,38,26,OFF
60,26,52,OFF
25,33,43,ON
11,9,54,OFF
59,23,70,ON
42,35,26,ON
49,38,52,ON
72,15,59,OFF
40,14,30,ON
35,23,28,OFF
20,44,56,ON
79,18,57,OFF
74,19,61,OFF
53,19,45,ON
12,40,24,OFF
58,1,50,OFF
82,24,34,ON
48,27,46,ON
47,22,48,ON
43,34,54,ON
5,20,49,ON
59,2,56,OFF
1,43,48,ON
19,35,59,OFF
77,35,50,ON
18,25,39,OFF
75,27,31,OFF
24,9,33,ON
56,44,69,OFF
40,40,66,ON
68,6,42,OFF
50,28,51,ON
57,5,70,OFF
64,30,70,OFF
22,9,41,OFF
7,39,30,ON
41,11,45,ON
5,30,27,ON
53,10,28,OFF
27,3,39,OFF
67,43,26,ON
60,17,51,OFF
26,21,37,ON
36,10,59,OFF
24,41,31,ON
20,33,43,ON
37,33,24,ON
39,32,56,ON
4,44,68,ON
50,0,38,OFF
58,6,57,ON
67,43,36,ON
22,29,30,OFF
56,38,31,ON
87,26,42,ON
19,7,30,ON
61,40,21,ON
4,1,23,OFF
83,32,42,ON
47,9,50,OFF
29,1,33,ON
49,14,51,OFF
62,21,22,OFF
34,34,42,OFF
16,7,54,OFF
36,10,39,ON
62,30,63,OFF
19,45,55,ON
11,21,21,ON
25,7,49,ON
3,20,43,ON
83,5,34,OFF
22,17,67,ON
3,10,27,ON
78,12,58,OFF
70,27,63,OFF
58,32,67,ON
32,39,66,ON
24,3,50,ON
19,16,60,OFF
85,10,23,OFF
67,35,45,OFF
19,25,55,ON
14,21,66,ON
32,7,67,ON
61,18,22,OFF
27,41,50,ON
22,45,49,ON
45,40,26,ON
3,28,69,ON
34,21,54,ON
17,8,63,OFF
23,5,37,ON
74,36,57,ON
6,36,36,ON
14,17,27,ON
10,41,50,ON
90,21,68,ON
56,9,42,OFF
75,1,44,OFF
77,32,40,OFF
90,10,36,OFF
44,45,42,ON
85,6,36,OFF
21,8,54,OFF
87,33,61,OFF
14,43,48,ON
77,1,54,OFF
15,42,45,ON
38,4,30,OFF
53,21,35,ON
35,28,68,ON
60,17,59,OFF
42,3,53,OFF
1,23,59,OFF
16,0,26,OFF
61,30,56,ON
20,37,22,OFF
27,37,60,ON
44,21,65,ON
88,1,22,OFF
80,41,66,ON
9,39,43,ON
80,19,47,OFF
25,34,40,OFF
20,32,38,ON
25,38,50,ON
85,37,29,ON
46,31,26,OFF
82,25,43,ON
36,33,41,OFF
90,29,29,ON
20,4,50,ON
23,19,43,ON
75,45,64,ON
32,39,70,ON
47,28,67,OFF
22,34,38,ON
62,22,70,ON
59,42,46,ON
30,40,23,ON
27,42,61,ON
78,9,23,OFF
2,21,50,ON
60,10,22,OFF
69,37,23,ON
2,5,68,ON
46,27,32,ON
82,42,70,ON
40,32,58,ON
51,20,43,ON
79,5,54,OFF
18,17,59,ON
11,6,31,ON
82,7,42,OFF
73,45,36,ON
4,8,57,ON
88,36,23,OFF
74,38,61,OFF
17,43,68,ON
24,7,70,OFF
67,18,66,ON
8,16,50,OFF
15,18,38,ON
31,15,38,ON
44,2,31,OFF
69,9,65,ON
30,0,47,OFF
82,8,24,OFF
26,7,36,OFF
90,2,41,OFF
80,23,27,OFF
65,26,32,OFF
44,43,25,ON
71,44,20,OFF
74,15,40,ON
27,8,58,OFF
56,33,64,ON
21,45,40,ON
51,4,21,OFF
34,2,27,OFF
36,17,22,OFF
23,0,57,OFF
90,14,29,OFF
13,41,55,OFF
35,44,64,ON
39,7,50,OFF
30,13,34,ON
45,36,44,OFF
81,10,20,OFF
39,2,68,ON
72,34,68,ON
84,0,69,OFF
29,38,22,OFF
74,14,66,ON
32,9,65,ON
51,34,27,ON
25,12,62,ON
57,5,58,ON
76,34,64,ON
47,42,38,ON
15,6,58,ON
67,21,60,ON
14,18,34,OFF
65,21,60,OFF
9,36,69,ON
49,22,40,OFF
64,18,64,OFF
75,14,54,OFF
34,32,61,ON
72,15,20,OFF
55,42,34,ON
51,24,68,ON
86,23,53,ON
23,5,28,OFF
34,36,62,ON
56,0,40,OFF
31,12,65,ON
63,5,45,OFF
45,34,67,ON
46,7,45,OFF
59,24,58,OFF
7,3,65,ON
68,42,52,OFF
60,38,46,OFF
79,35,40,OFF
56,10,27,OFF
46,36,40,OFF
67,5,60,OFF
38,28,66,ON
68,4,59,OFF
70,32,25,ON
63,26,22,ON
16,9,50,ON
16,10,35,OFF
31,37,38,OFF
11,10,27,ON
32,19,68,OFF
75,37,28,ON
3,14,46,ON
69,5,44,OFF
48,6,25,OFF
44,15,63,OFF
31,5,54,ON
37,27,68,ON
55,43,57,ON
60,37,24,ON
37,33,46,OFF
15,12,56,ON
35,7,69,ON
56,14,40,ON
89,9,21,OFF
21,40,36,ON
8,32,23,ON
72,37,61,ON
65,5,70,OFF
31,27,35,OFF
3,23,44,ON
62,26,27,OFF
6,33,40,ON
54,1,31,OFF
45,44,34,ON
57,23,57,ON
90,44,66,OFF
70,8,52,OFF
40,42,45,ON
32,23,20,OFF
89,3,63,OFF
67,29,45,OFF
75,40,59,OFF
2,12,61,ON
31,39,54,ON
19,37,62,ON
67,26,20,ON
51,39,30,ON
35,33,66,ON
84,38,56,ON
51,39,23,ON
34,2,59,OFF
67,44,20,OFF
29,28,54,ON
85,7,44,OFF
69,25,22,ON
86,41,31,OFF
86,38,54,OFF
78,43,44,ON
6,11,61,ON
20,26,23,ON
30,43,65,ON
85,22,67,OFF
40,4,36,OFF
18,38,57,ON
37,23,70,ON
41,45,26,ON
31,19,56,ON
40,41,64,ON
82,11,41,ON
29,9,22,ON
5,37,69,ON
51,7,67,ON
51,1,22,OFF
66,14,39,OFF
55,39,30,ON
41,11,39,ON
27,30,62,OFF
60,27,39,ON
78,15,39,OFF
66,22,28,OFF
37,1,63,OFF
85,34,45,ON
49,37,63,ON
1,12,53,ON
4,43,54,ON
83,45,44,OFF
32,24,27,OFF
17,34,69,OFF
89,37,52,OFF
79,11,49,OFF
1,44,45,ON
66,30,33,OFF
53,39,54,ON
36,30,54,ON
66,11,52,OFF
83,24,23,OFF
17,38,34,OFF
4,4,35,ON
48,9,37,ON
37,36,34,ON
22,14,62,OFF
71,21,63,OFF
35,7,20,OFF
29,2,45,OFF
50,45,43,ON
34,25,24,ON
62,44,32,OFF
78,31,51,ON
48,32,69,ON
42,9,70,ON
90,17,28,OFF
22,1,67,ON
62,15,70,OFF
15,34,23,ON
43,39,43,ON
3,17,42,ON
72,36,30,ON
40,1,23,ON
11,33,50,ON
71,15,41,ON
74,12,25,OFF
5,23,51,ON
8,6,62,OFF
42,1,39,OFF
8,32,40,ON
45,15,45,ON
66,17,28,OFF
80,33,35,ON
56,0,55,OFF
83,34,31,OFF
18,1,27,ON
71,43,58,OFF
69,27,40,OFF
39,43,60,ON
67,11,60,OFF
21,37,55,ON
80,14,63,OFF
39,15,68,ON
73,5,57,OFF
86,43,48,ON
21,26,65,ON
2,10,68,ON
58,33,54,ON
46,7,52,ON
84,7,68,OFF
34,45,30,ON
55,44,68,ON
59,42,42,OFF
47,14,43,ON
80,19,33,OFF
20,22,35,ON
16,31,58,OFF
74,9,44,OFF
76,13,54,OFF
80,4,65,ON
50,23,54,ON
11,30,35,ON
83,10,57,OFF
2,33,25,OFF
79,41,39,OFF
48,6,54,OFF
39,34,68,ON
59,34,55,ON
85,20,34,ON
87,8,47,OFF
17,27,38,ON
2,45,20,ON
74,22,55,OFF
59,43,36,ON
22,8,50,OFF
40,24,31,OFF
33,26,38,ON
53,9,27,ON
2,0,34,ON
26,1,27,OFF
27,27,42,OFF
65,23,45,OFF
36,25,50,ON
29,5,70,OFF
64,39,30,ON
62,13,53,OFF
67,26,26,OFF
1,45,26,ON
47,45,68,ON
9,20,61,ON
59,4,68,OFF
38,4,60,OFF
17,5,25,ON
47,22,69,ON
43,16,24,OFF
69,11,52,OFF
6,41,37,ON
87,12,47,OFF
42,31,47,OFF
90,12,30,OFF
30,12,46,OFF
12,26,24,OFF
2,27,50,ON
17,31,30,ON
61,17,42,OFF
52,24,40,ON
15,5,36,ON
84,33,68,ON
34,10,42,ON
22,14,22,OFF
4,27,48,ON
11,15,65,ON
26,33,20,ON
8,41,37,ON
49,28,33,ON
74,27,47,ON
13,13,47,ON
67,5,39,OFF
17,31,29,ON
57,23,61,OFF
66,21,67,ON
25,10,65,OFF
37,10,35,OFF
76,44,44,ON
39,18,47,ON
21,25,31,OFF
5,13,35,ON
13,10,24,ON
21,40,25,ON
77,44,59,OFF
43,20,44,OFF
54,26,29,ON
62,36,58,ON
26,11,25,OFF
1,27,43,ON
5,5,66,OFF
87,13,60,OFF
8,34,23,ON
18,3,28,ON
74,43,31,ON
85,38,64,OFF
79,3,55,OFF
59,36,38,ON
80,10,29,OFF
78,31,33,ON
35,10,46,OFF
67,43,34,OFF
48,8,57,OFF
39,6,59,ON
58,27,65,ON
36,23,32,ON
57,18,39,ON
5,43,64,OFF
60,23,31,ON
67,4,20,OFF
46,33,70,OFF
24,9,38,OFF
27,25,41,ON
17,24,20,ON
52,42,66,OFF
87,13,51,OFF
54,32,69,ON
40,38,26,ON
9,9,41,OFF
21,45,37,ON
5,3,50,ON
82,4,44,OFF
85,12,32,ON
72,22,41,OFF
49,20,69,ON
5,7,22,OFF
10,4,52,ON
43,42,54,ON
18,25,32,ON
35,33,30,ON
54,37,42,ON
69,12,60,OFF
12,7,69,ON
2,4,34,OFF
79,11,55,OFF
1,23,66,OFF
24,35,66,ON
80,20,22,OFF
15,33,52,ON
42,34,44,ON
35,7,40,OFF
45,2,65,ON
26,43,62,ON
90,1,53,OFF
7,17,70,ON
87,37,69,OFF
69,12,32,ON
83,12,35,OFF
1,1,55,ON
4,22,52,ON
67,43,38,OFF
81,0,20,OFF
71,0,35,OFF
1,11,51,ON
59,15,63,OFF
27,25,24,ON
77,0,29,OFF
30,23,55,OFF
56,31,38,ON
86,14,38,OFF
22,6,36,ON
5,44,54,ON
2,32,52,OFF
1,34,44,ON
51,41,52,ON
11,23,55,ON
73,1,48,OFF
86,0,44,OFF
87,23,55,OFF
11,3,55,ON
37,24,47,ON
76,23,65,ON
61,4,22,OFF
8,17,31,ON
30,30,69,ON
65,1,31,OFF
2,28,58,ON
10,10,59,ON
60,45,37,OFF
6,23,48,ON
37,17,67,ON
64,41,50,ON
22,42,34,ON
17,7,69,ON
13,4,63,OFF
68,27,30,OFF
16,45,32,ON
42,20,54,OFF
10,33,50,OFF
63,2,60,OFF
72,2,62,OFF
80,27,47,ON
2,10,29,ON
7,4,26,OFF
82,9,29,OFF
32,33,64,ON
35,12,35,ON
49,0,37,OFF
36,20,53,OFF
37,15,65,ON
57,27,49,ON
28,5,48,OFF
30,19,28,ON
28,20,62,ON
69,29,30,OFF
9,7,25,ON
45,15,52,ON
80,1,70,OFF
68,20,58,ON
3,32,69,ON
39,2,34,ON
1,26,34,ON
50,26,66,ON
7,33,23,ON
36,1,48,OFF
69,3,51,OFF
46,19,39,ON
4,30,38,OFF
72,9,30,OFF
26,41,51,ON
14,35,30,ON
88,23,55,OFF
33,45,25,ON
12,9,60,ON
45,3,43,OFF
19,40,66,ON
70,22,43,ON
82,25,47,ON
20,31,34,ON
44,27,63,OFF
14,39,61,ON
63,41,35,ON
60,19,66,ON
19,5,34,OFF
41,18,65,ON
62,14,49,ON
78,21,33,OFF
57,45,68,OFF
59,4,58,ON
84,31,40,OFF
81,11,29,OFF
50,42,37,ON
71,26,20,ON
15,15,52,OFF
86,40,30,ON
64,23,40,OFF
84,25,50,OFF
51,19,34,ON
52,43,32,ON
65,35,27,OFF
25,29,47,OFF
28,22,44,ON
16,43,70,ON
1,3,70,ON
18,27,22,OFF
21,5,62,OFF
31,33,49,ON
2,22,48,OFF
71,31,31,OFF
20,5,42,OFF
89,31,52,ON
19,13,55,ON
2,41,23,ON
38,2,69,ON
87,38,21,ON
11,11,70,ON
60,39,56,OFF
16,41,49,OFF
69,5,37,OFF
32,30,44,ON
44,34,21,ON
30,1,44,OFF
71,28,63,OFF
73,45,27,OFF
40,13,62,OFF
71,7,47,OFF
23,13,55,OFF
47,41,54,ON
31,8,64,ON
63,34,33,ON
41,30,55,ON
57,44,68,ON
57,22,66,ON
21,26,67,OFF
88,21,39,ON
10,31,42,ON
22,0,64,OFF
23,19,29,OFF
16,36,41,OFF
85,4,47,OFF
23,41,54,ON
66,23,26,OFF
80,26,29,OFF
75,43,39,OFF
21,33,44,ON
24,39,35,ON
55,10,55,ON
16,13,29,ON
50,34,54,OFF
10,6,67,ON
22,18,53,OFF
63,39,60,OFF
32,24,33,ON
32,41,33,ON
81,28,28,OFF
12,37,29,ON
89,44,20,OFF
40,4,53,OFF
15,34,56,ON
70,42,47,OFF
67,30,23,OFF
49,32,69,ON
45,15,49,OFF
62,39,45,OFF
44,15,24,ON
58,35,43,ON
22,34,42,ON
82,8,63,OFF
77,11,56,OFF
49,39,23,ON
42,17,47,OFF
60,4,70,OFF
38,21,29,OFF
80,28,23,ON
66,41,42,OFF
75,5,26,OFF
6,28,28,ON
3,16,59,OFF
71,38,33,ON
52,15,21,ON
2,16,59,OFF
69,15,61,OFF
9,35,66,ON
37,37,40,ON
47,18,40,ON
36,41,56,ON
47,37,39,ON
87,28,49,OFF
75,10,50,OFF
80,6,45,OFF
40,32,69,ON
2,6,26,ON
68,27,58,ON
65,34,69,ON
89,45,28,ON
72,37,56,OFF
82,25,54,ON
85,5,34,ON
70,34,36,OFF
65,38,62,ON
64,8,31,OFF
34,24,50,OFF
83,9,22,OFF
60,11,38,ON
27,24,21,ON
48,31,32,ON
82,26,43,ON
32,14,29,ON
58,17,27,ON
73,18,43,ON
48,43,64,ON
72,41,35,OFF
89,22,58,OFF
69,19,29,OFF
16,7,46,ON
84,8,50,OFF
76,36,26,OFF
78,11,27,OFF
32,18,52,OFF
4,5,42,ON
60,12,27,OFF
13,11,55,ON
62,41,60,OFF
10,31,54,ON
21,41,51,OFF
60,39,20,ON
90,37,42,OFF
38,6,67,OFF
52,18,56,OFF
1,33,61,ON
26,39,30,OFF
16,16,54,OFF
28,1,41,OFF
31,14,20,ON
27,3,62,ON
55,28,49,ON
49,26,40,ON
46,39,54,ON
46,16,35,OFF
11,40,42,ON
66,9,27,OFF
60,15,58,OFF
28,19,36,ON
48,6,23,OFF
81,33,58,ON
30,0,32,OFF
27,24,44,OFF
8,17,43,OFF
50,1,21,OFF
74,24,49,ON
1,17,24,ON
20,13,32,ON
19,43,37,ON
74,37,55,OFF
31,4,28,OFF
83,15,57,OFF
51,7,65,ON
67,44,41,OFF
38,16,67,ON
38,38,50,ON
46,16,52,ON
12,23,69,OFF
21,36,28,ON
14,3,39,OFF
75,32,48,OFF
69,38,46,ON
72,23,70,ON
90,31,34,ON
33,3,69,OFF
40,37,48,ON
88,6,46,OFF
22,37,24,ON
65,25,67,OFF
84,27,62,OFF
84,22,44,OFF
85,29,39,ON
77,3,22,OFF
27,5,47,OFF
69,1,61,OFF
20,15,70,ON
15,4,33,ON
33,25,50,OFF
20,44,24,ON
2,22,55,ON
75,38,69,OFF
85,6,54,OFF
8,6,28,ON
13,15,64,OFF
49,39,59,ON
46,30,20,ON
74,12,29,OFF
46,37,21,OFF
22,44,47,ON
52,44,27,ON
26,37,25,ON
3,36,41,ON
90,24,42,OFF
87,11,27,OFF
16,9,50,ON
68,24,30,OFF
60,9,47,OFF
56,35,30,OFF
80,20,45,ON
35,1,56,OFF
43,3,22,OFF
14,24,38,ON
76,27,49,OFF
69,36,39,ON
63,31,41,OFF
79,8,39,ON
18,17,20,ON
81,27,46,ON
72,25,39,ON
59,41,21,ON
53,8,64,ON
24,42,56,ON
17,36,49,ON
40,12,25,OFF
9,38,41,ON
59,44,56,ON
21,33,35,ON
1,10,56,ON
33,27,37,ON
26,2,38,OFF
64,30,49,ON
72,26,48,OFF
7,3,36,ON
12,28,32,ON
17,22,29,ON
87,28,35,OFF
33,42,46,ON
28,19,50,OFF
50,6,57,OFF
40,8,32,OFF
89,25,66,ON
66,3,61,OFF
53,26,38,ON
16,30,56,ON
78,32,26,ON
10,41,20,ON
57,40,53,ON
6,0,34,OFF
80,39,37,ON
67,25,53,ON
73,23,25,OFF
67,38,48,ON
36,8,70,ON
4,30,48,ON
21,14,63,ON
70,32,56,OFF
11,29,60,ON
75,12,27,OFF
9,10,58,ON
35,13,69,ON
7,26,53,ON
14,4,36,ON
34,23,51,ON
67,20,23,OFF
86,28,24,OFF
63,19,24,OFF
25,43,65,ON
57,31,37,ON
78,27,43,ON
36,29,57,ON
14,38,33,ON
33,7,37,ON
36,4,45,ON
22,15,67,ON
42,9,36,OFF
82,7,53,OFF
37,5,59,OFF
79,42,63,OFF
14,9,24,OFF
54,14,68,OFF
21,35,51,ON
77,39,48,OFF
76,13,39,OFF
83,33,31,ON
86,8,27,OFF
20,9,37,OFF
71,30,40,OFF
61,1,20,OFF
22,13,28,OFF
12,16,45,OFF
61,12,45,OFF
44,30,44,OFF
80,40,50,ON
32,41,31,ON
43,14,70,OFF
34,15,49,OFF
47,42,27,ON
2,29,45,ON
71,5,34,OFF
53,34,57,OFF
9,16,36,ON
76,10,41,OFF
35,26,65,OFF
10,35,54,ON
87,31,46,OFF
13,35,21,ON
19,32,32,ON
46,18,29,OFF
46,39,58,OFF
66,4,51,OFF
34,9,31,OFF
13,3,64,ON
9,21,26,ON
76,15,50,OFF
7,0,24,OFF
5,20,57,ON
40,42,45,ON
37,16,70,ON
36,17,69,ON
35,35,30,OFF
26,16,29,OFF
88,17,42,OFF
83,12,60,OFF
89,43,59,OFF
86,34,66,ON
3,41,64,ON
70,6,42,OFF
28,33,32,ON
58,26,51,ON
88,16,29,OFF
49,41,64,ON
56,35,58,ON
87,20,67,ON
12,29,24,ON
14,28,64,OFF
25,29,66,ON
16,44,39,OFF
42,35,39,OFF
14,20,63,ON
35,25,40,OFF
61,6,31,OFF
72,4,20,OFF
37,18,27,OFF
24,14,67,ON
67,44,21,OFF
32,8,68,OFF
79,45,61,OFF
71,36,52,ON
6,35,56,ON
76,21,20,ON
58,45,38,ON
66,11,43,ON
86,32,43,ON
76,8,24,OFF
61,45,40,ON
41,45,21,ON
75,7,20,OFF
67,35,41,OFF
69,26,30,OFF
21,40,25,ON
30,41,28,ON
12,7,56,ON
55,8,23,OFF
13,28,53,ON
64,1,24,OFF
56,1,55,OFF
40,36,43,ON
